musician,show,year,song
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,Seven
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,Don't Tell Our Friends About Us
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,I Know
Fiona Apple,"Fiona Apple at Bank of America Theatre, Chicago, IL, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Tipple
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Seven
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,I Want You to Love Me
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at The O'Shaughnessy, St. Paul, MN, USA",2013,Regret
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Tipple
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Seven
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,I Want You to Love Me
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at Boettcher Concert Hall, Denver, CO, USA",2013,Regret
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Tipple
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Unworthy
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Regret
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,I Want You to Love Me
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Seven
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Don't Tell All Our Friends About Me
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,I know
Fiona Apple,"Fiona Apple at Zellerbach Hall, Berkeley, CA, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Tipple [new song co-written by Blake Mills]
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,"Unworthy [Fiona played bass drum, Blake Mills Sang]"
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Regret
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,It'll All Work Out
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,I Want You to Love Me
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Seven
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Don't Tell Our Friends About Us
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,I Know
Fiona Apple,"Fiona Apple at Walt Disney Concert Hall, Los Angeles, CA, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Tipple
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Unworthy
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Regret
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,It'll All Work Out
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,I Want You to Love Me
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Seven
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Don't Tell Our Friends About Us
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,I Know
Fiona Apple,"Fiona Apple at Benaroya Hall, Seattle, WA, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Tipple
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,The First Taste
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Every Single Night
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Unworthy
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Anything We Want
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Curable Disease
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Regret
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,It'll All Work Out
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Piano
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,It's Only Make Believe
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Seven
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Dull Tool
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Don't Tell Our Friends About Us
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Left Alone
Fiona Apple,"Fiona Apple at Newmark Theatre, Portland, OR, USA",2013,Waltz (Better Than Fine)
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,I Know
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Stage AE, Pittsburgh, PA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,I Know
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Palace Theatre, Albany, NY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,I Know
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,I Know
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Terminal 5, New York, NY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,I Know
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Count Basie Theatre, Red Bank, NJ, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,I Know
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at The Paramount, Huntington, NY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,I Know
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Wellmont Theatre, Montclair, NJ, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,I Know
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Kleinhans Music Hall, Buffalo, NY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,I Know
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Aronoff Center for the Arts, Cincinnati, OH, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,I Know
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Louisville Palace Theatre, Louisville, KY, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Periphery
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Werewolf
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Daredevil
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Extraordinary Machine
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Left Alone
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,I Know
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Tymps (The Sick in the Head Song)
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Every Single Night
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,Not About Love
Fiona Apple,"Fiona Apple at Tabernacle, Atlanta, GA, USA",2012,It's Only Make Believe
Fiona Apple,"Fiona Apple at Hard Rock Live, Orlando, FL, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Fast as You Can
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,On the Bound
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Shadowboxer
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Paper Bag
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Anything We Want
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Get Gone
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Periphery
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Sleep to Dream
Fiona Apple,"Fiona Apple at The Fillmore, Miami Beach, FL, USA",2012,Extraordinary Machine
